region,odor_name,post_odor_breath_start
OB,isoamyl acetate at 0.3% v/v,2961.4115
OB,isoamyl acetate at 0.3% v/v,3111.617
OB,isoamyl acetate at 0.3% v/v,3291.694
OB,isoamyl acetate at 0.3% v/v,3372.118
OB,isoamyl acetate at 0.3% v/v,3552.3425
OB,isoamyl acetate at 0.3% v/v,3782.482
OB,isoamyl acetate at 0.3% v/v,3852.5435
OB,isoamyl acetate at 0.3% v/v,4092.9705
OB,isoamyl acetate at 0.3% v/v,4242.976
OB,isoamyl acetate at 0.3% v/v,4473.3235
OB,isoamyl acetate at 0.3% v/v,4643.7195
OB,isoamyl acetate at 0.3% v/v,4743.5545
OB,hexanal at 0.03% v/v,58.1645
OB,hexanal at 0.03% v/v,168.295
OB,hexanal at 0.03% v/v,388.8335
OB,hexanal at 0.03% v/v,609.424
OB,hexanal at 0.03% v/v,778.9955
OB,hexanal at 0.03% v/v,809.222
OB,hexanal at 0.03% v/v,1019.352
OB,hexanal at 0.03% v/v,1199.746
OB,hexanal at 0.03% v/v,1429.777
OB,hexanal at 0.03% v/v,1499.821
OB,hexanal at 0.03% v/v,1679.798
OB,hexanal at 0.03% v/v,1801.18
OB,hexanal at 0.03% v/v,1940.277
OB,hexanal at 0.03% v/v,2210.9895
OB,hexanal at 0.03% v/v,2400.853
OB,hexanal at 0.03% v/v,2491.0905
OB,hexanal at 0.03% v/v,2571.0935
OB,hexanal at 0.03% v/v,2761.416
OB,hexanal at 0.03% v/v,3011.5095
OB,hexanal at 0.03% v/v,3181.869
OB,hexanal at 0.03% v/v,3272.031
OB,hexanal at 0.03% v/v,3391.926
OB,hexanal at 0.03% v/v,3672.09
OB,hexanal at 0.03% v/v,3742.3325
OB,hexanal at 0.03% v/v,3972.6455
OB,hexanal at 0.03% v/v,4133.0355
OB,hexanal at 0.03% v/v,4302.9135
OB,hexanal at 0.03% v/v,4362.963
OB,hexanal at 0.03% v/v,4573.4315
OB,hexanal at 0.03% v/v,4723.6295
OB,hexanal at 0.1% v/v,68.0405
OB,hexanal at 0.1% v/v,318.977
OB,hexanal at 0.1% v/v,368.742
OB,hexanal at 0.1% v/v,628.8465
OB,hexanal at 0.1% v/v,739.444
OB,hexanal at 0.1% v/v,909.5615
OB,hexanal at 0.1% v/v,1059.159
OB,hexanal at 0.1% v/v,1270.1735
OB,hexanal at 0.1% v/v,1349.8355
OB,hexanal at 0.1% v/v,1450.0215
OB,hexanal at 0.1% v/v,1649.796
OB,hexanal at 0.1% v/v,1870.129
OB,hexanal at 0.1% v/v,2050.269
OB,hexanal at 0.1% v/v,2090.6895
OB,hexanal at 0.1% v/v,2290.6
OB,hexanal at 0.1% v/v,2560.9975
OB,hexanal at 0.1% v/v,2721.336
OB,hexanal at 0.1% v/v,2751.0385
OB,hexanal at 0.1% v/v,3041.3635
OB,hexanal at 0.1% v/v,3141.796
OB,hexanal at 0.1% v/v,3332.0415
OB,hexanal at 0.1% v/v,3452.2025
OB,hexanal at 0.1% v/v,3582.036
OB,hexanal at 0.1% v/v,3732.4815
OB,hexanal at 0.1% v/v,3992.6575
OB,hexanal at 0.1% v/v,4122.769
OB,hexanal at 0.1% v/v,4262.8365
OB,hexanal at 0.1% v/v,4352.958
OB,hexanal at 0.1% v/v,4523.024
OB,hexanal at 0.1% v/v,4773.629
OB,hexanal at 0.3% v/v,109.018
OB,hexanal at 0.3% v/v,268.157
OB,hexanal at 0.3% v/v,439.1125
OB,hexanal at 0.3% v/v,569.12997
OB,hexanal at 0.3% v/v,649.3785
OB,hexanal at 0.3% v/v,959.6205
OB,hexanal at 0.3% v/v,1089.252
OB,hexanal at 0.3% v/v,1229.516
OB,hexanal at 0.3% v/v,1409.523
OB,hexanal at 0.3% v/v,1469.907
OB,hexanal at 0.3% v/v,1660.233
OB,hexanal at 0.3% v/v,1879.8865
OB,hexanal at 0.3% v/v,2070.155
OB,hexanal at 0.3% v/v,2221.27605
OB,hexanal at 0.3% v/v,2310.9805
OB,hexanal at 0.3% v/v,2420.8945
OB,hexanal at 0.3% v/v,2630.9175
OB,hexanal at 0.3% v/v,2851.315
OB,hexanal at 0.3% v/v,2921.454
OB,hexanal at 0.3% v/v,3051.461
OB,hexanal at 0.3% v/v,3251.835
OB,hexanal at 0.3% v/v,3472.026
OB,hexanal at 0.3% v/v,3632.0625
OB,hexanal at 0.3% v/v,3692.1705
OB,hexanal at 0.3% v/v,3952.715
OB,hexanal at 0.3% v/v,4052.7965
OB,hexanal at 0.3% v/v,4313.1065
OB,hexanal at 0.3% v/v,4403.0165
OB,hexanal at 0.3% v/v,4623.2535
OB,hexanal at 0.3% v/v,4673.518
OB,hexanal at 1% v/v,148.9475
OB,hexanal at 1% v/v,209.3305
OB,hexanal at 1% v/v,418.2545
OB,hexanal at 1% v/v,538.5665
OB,hexanal at 1% v/v,698.849
OB,hexanal at 1% v/v,819.201
OB,hexanal at 1% v/v,1079.205
OB,hexanal at 1% v/v,1209.722
OB,hexanal at 1% v/v,1389.518
OB,hexanal at 1% v/v,1569.8745
OB,hexanal at 1% v/v,1619.961
OB,hexanal at 1% v/v,1820.2815
OB,hexanal at 1% v/v,2080.5725
OB,hexanal at 1% v/v,2200.1835
OB,hexanal at 1% v/v,2320.79
OB,hexanal at 1% v/v,2540.921
OB,hexanal at 1% v/v,2600.905
OB,hexanal at 1% v/v,2871.2085
OB,hexanal at 1% v/v,3001.497
OB,hexanal at 1% v/v,3061.57
OB,hexanal at 1% v/v,3321.977
OB,hexanal at 1% v/v,3412.172
OB,hexanal at 1% v/v,3682.3685
OB,hexanal at 1% v/v,3812.148
OB,hexanal at 1% v/v,3882.6675
OB,hexanal at 1% v/v,4072.5035
OB,hexanal at 1% v/v,4253.066
OB,hexanal at 1% v/v,4393.021
OB,hexanal at 1% v/v,4613.637
OB,hexanal at 1% v/v,4803.488
OB,ethyl tiglate at 0.3% v/v,117.999
OB,ethyl tiglate at 0.3% v/v,228.2755
OB,ethyl tiglate at 0.3% v/v,458.3495
OB,ethyl tiglate at 0.3% v/v,599.5735
OB,ethyl tiglate at 0.3% v/v,689.123
OB,ethyl tiglate at 0.3% v/v,869.2025
OB,ethyl tiglate at 0.3% v/v,1039.388
OB,ethyl tiglate at 0.3% v/v,1259.946
OB,ethyl tiglate at 0.3% v/v,1310.43
OB,ethyl tiglate at 0.3% v/v,1560.1295
OB,ethyl tiglate at 0.3% v/v,1689.718
OB,ethyl tiglate at 0.3% v/v,1920.2005
OB,ethyl tiglate at 0.3% v/v,2030.6585
OB,ethyl tiglate at 0.3% v/v,2160.4115
OB,ethyl tiglate at 0.3% v/v,2370.5735
OB,ethyl tiglate at 0.3% v/v,2511.0105
OB,ethyl tiglate at 0.3% v/v,2691.269
OB,ethyl tiglate at 0.3% v/v,2771.4095
OB,ethyl tiglate at 0.3% v/v,2951.3125
OB,ethyl tiglate at 0.3% v/v,3171.767
OB,ethyl tiglate at 0.3% v/v,3351.853
OB,ethyl tiglate at 0.3% v/v,3461.829
OB,ethyl tiglate at 0.3% v/v,3642.228
OB,ethyl tiglate at 0.3% v/v,3772.195
OB,ethyl tiglate at 0.3% v/v,3902.7555
OB,ethyl tiglate at 0.3% v/v,4163.0645
OB,ethyl tiglate at 0.3% v/v,4182.884
OB,ethyl tiglate at 0.3% v/v,4423.3725
OB,ethyl tiglate at 0.3% v/v,4603.129
OB,ethyl tiglate at 0.3% v/v,4753.739
OB,ethyl acetate at 0.3% v/v,48.007
OB,ethyl acetate at 0.3% v/v,278.6985
OB,ethyl acetate at 0.3% v/v,469.025
OB,ethyl acetate at 0.3% v/v,529.016
OB,ethyl acetate at 0.3% v/v,670.0915
OB,ethyl acetate at 0.3% v/v,939.6735
OB,ethyl acetate at 0.3% v/v,968.8845
OB,ethyl acetate at 0.3% v/v,1280.09
OB,ethyl acetate at 0.3% v/v,1379.8225
OB,ethyl acetate at 0.3% v/v,1480.318
OB,ethyl acetate at 0.3% v/v,1719.7
OB,ethyl acetate at 0.3% v/v,1770.243
OB,ethyl acetate at 0.3% v/v,1980.4275
OB,ethyl acetate at 0.3% v/v,2180.297
OB,ethyl acetate at 0.3% v/v,2260.25198
OB,ethyl acetate at 0.3% v/v,2450.731
OB,ethyl acetate at 0.3% v/v,2610.9545
OB,ethyl acetate at 0.3% v/v,2861.494
OB,ethyl acetate at 0.3% v/v,2911.4005
OB,ethyl acetate at 0.3% v/v,3201.511
OB,ethyl acetate at 0.3% v/v,3211.5685
OB,ethyl acetate at 0.3% v/v,3381.78738
OB,ethyl acetate at 0.3% v/v,3652.2975
OB,ethyl acetate at 0.3% v/v,3792.1685
OB,ethyl acetate at 0.3% v/v,3922.314
OB,ethyl acetate at 0.3% v/v,4142.876
OB,ethyl acetate at 0.3% v/v,4232.70658
OB,ethyl acetate at 0.3% v/v,4453.02
OB,ethyl acetate at 0.3% v/v,4503.4055
OB,ethyl acetate at 0.3% v/v,4653.2955
OB,mineral oil,128.331
OB,mineral oil,209.5005
OB,mineral oil,389.1085
OB,mineral oil,629.6515
OB,mineral oil,738.918
OB,mineral oil,919.9315
OB,mineral oil,1079.62599
OB,mineral oil,1230.5755
OB,mineral oil,1340.549
OB,mineral oil,1530.0325
OB,mineral oil,1657.38078
OB,mineral oil,1887.6715
OB,mineral oil,1957.729
OB,mineral oil,2107.9435
OB,mineral oil,2287.8945
OB,mineral oil,2438.374
OB,mineral oil,2678.1155
OB,mineral oil,2828.79795
OB,mineral oil,2998.7375
OB,mineral oil,3058.8985
OB,ethyl butyrate at 0.03% v/v,9.192
OB,ethyl butyrate at 0.03% v/v,278.5915
OB,ethyl butyrate at 0.03% v/v,338.523
OB,ethyl butyrate at 0.03% v/v,599.1575
OB,ethyl butyrate at 0.03% v/v,658.5155
OB,ethyl butyrate at 0.03% v/v,848.885
OB,ethyl butyrate at 0.03% v/v,1109.076
OB,ethyl butyrate at 0.03% v/v,1140.311
OB,ethyl butyrate at 0.03% v/v,1330.512
OB,ethyl butyrate at 0.03% v/v,1470.161
OB,ethyl butyrate at 0.03% v/v,1626.803
OB,ethyl butyrate at 0.03% v/v,1907.446
OB,ethyl butyrate at 0.03% v/v,2047.88
OB,ethyl butyrate at 0.03% v/v,2198.144
OB,ethyl butyrate at 0.03% v/v,2278.139
OB,ethyl butyrate at 0.03% v/v,2427.8055
OB,ethyl butyrate at 0.03% v/v,2668.645
OB,ethyl butyrate at 0.03% v/v,2818.311
OB,ethyl butyrate at 0.03% v/v,2988.9695
OB,ethyl butyrate at 0.03% v/v,3149.023
OB,ethyl butyrate at 0.1% v/v,108.1905
OB,ethyl butyrate at 0.1% v/v,238.92
OB,ethyl butyrate at 0.1% v/v,368.836
OB,ethyl butyrate at 0.1% v/v,549.5935
OB,ethyl butyrate at 0.1% v/v,788.773
OB,ethyl butyrate at 0.1% v/v,889.655
OB,ethyl butyrate at 0.1% v/v,1049.3865
OB,ethyl butyrate at 0.1% v/v,1219.9905
OB,ethyl butyrate at 0.1% v/v,1309.9245
OB,ethyl butyrate at 0.1% v/v,1600.3045
OB,ethyl butyrate at 0.1% v/v,1727.283
OB,ethyl butyrate at 0.1% v/v,1807.1325
OB,ethyl butyrate at 0.1% v/v,2037.725
OB,ethyl butyrate at 0.1% v/v,2227.769
OB,ethyl butyrate at 0.1% v/v,2257.9065
OB,ethyl butyrate at 0.1% v/v,2487.9075
OB,ethyl butyrate at 0.1% v/v,2698.703
OB,ethyl butyrate at 0.1% v/v,2808.4075
OB,ethyl butyrate at 0.1% v/v,2938.884
OB,ethyl butyrate at 0.1% v/v,3188.8325
OB,ethyl butyrate at 0.3% v/v,99.51487
OB,ethyl butyrate at 0.3% v/v,288.7705
OB,ethyl butyrate at 0.3% v/v,419.546
OB,ethyl butyrate at 0.3% v/v,518.78165
OB,ethyl butyrate at 0.3% v/v,699.525
OB,ethyl butyrate at 0.3% v/v,828.79295
OB,ethyl butyrate at 0.3% v/v,990.074
OB,ethyl butyrate at 0.3% v/v,1239.77
OB,ethyl butyrate at 0.3% v/v,1429.4785
OB,ethyl butyrate at 0.3% v/v,1540.278
OB,ethyl butyrate at 0.3% v/v,1677.113
OB,ethyl butyrate at 0.3% v/v,1786.9125
OB,ethyl butyrate at 0.3% v/v,2027.5955
OB,ethyl butyrate at 0.3% v/v,2178.01158
OB,ethyl butyrate at 0.3% v/v,2358.0615
OB,ethyl butyrate at 0.3% v/v,2418.3895
OB,ethyl butyrate at 0.3% v/v,2658.3245
OB,ethyl butyrate at 0.3% v/v,2858.9695
OB,ethyl butyrate at 0.3% v/v,3008.9045
OB,ethyl butyrate at 0.3% v/v,3098.9375
OB,ethyl butyrate at 1% v/v,117.9065
OB,ethyl butyrate at 1% v/v,198.3265
OB,ethyl butyrate at 1% v/v,479.2235
OB,ethyl butyrate at 1% v/v,609.938
OB,ethyl butyrate at 1% v/v,679.4605
OB,ethyl butyrate at 1% v/v,949.2975
OB,ethyl butyrate at 1% v/v,1000.31
OB,ethyl butyrate at 1% v/v,1270.271
OB,ethyl butyrate at 1% v/v,1409.3535
OB,ethyl butyrate at 1% v/v,1480.7665
OB,ethyl butyrate at 1% v/v,1667.5555
OB,ethyl butyrate at 1% v/v,1857.409
OB,ethyl butyrate at 1% v/v,1997.87
OB,ethyl butyrate at 1% v/v,2097.6735
OB,ethyl butyrate at 1% v/v,2298.2005
OB,ethyl butyrate at 1% v/v,2508.5135
OB,ethyl butyrate at 1% v/v,2708.6985
OB,ethyl butyrate at 1% v/v,2738.351
OB,ethyl butyrate at 1% v/v,3019.0015
OB,ethyl butyrate at 1% v/v,3199.1405
OB,2-hexanone at 0.3% v/v,57.8385
OB,2-hexanone at 0.3% v/v,168.379
OB,2-hexanone at 0.3% v/v,470.33429
OB,2-hexanone at 0.3% v/v,509.167
OB,2-hexanone at 0.3% v/v,729.6105
OB,2-hexanone at 0.3% v/v,899.5985
OB,2-hexanone at 0.3% v/v,1120.0715
OB,2-hexanone at 0.3% v/v,1199.758
OB,2-hexanone at 0.3% v/v,1369.5355
OB,2-hexanone at 0.3% v/v,1590.5485
OB,2-hexanone at 0.3% v/v,1717.454
OB,2-hexanone at 0.3% v/v,1837.479
OB,2-hexanone at 0.3% v/v,2017.394
OB,2-hexanone at 0.3% v/v,2168.022
OB,2-hexanone at 0.3% v/v,2378.0005
OB,2-hexanone at 0.3% v/v,2448.228
OB,2-hexanone at 0.3% v/v,2688.556
OB,2-hexanone at 0.3% v/v,2788.3755
OB,2-hexanone at 0.3% v/v,2899.0045
OB,2-hexanone at 0.3% v/v,3138.8675
OB,isoamyl acetate at 0.3% v/v,38.17636
OB,isoamyl acetate at 0.3% v/v,299.4175
OB,isoamyl acetate at 0.3% v/v,349.061
OB,isoamyl acetate at 0.3% v/v,528.505
OB,isoamyl acetate at 0.3% v/v,709.2665
OB,isoamyl acetate at 0.3% v/v,909.572
OB,isoamyl acetate at 0.3% v/v,1019.6815
OB,isoamyl acetate at 0.3% v/v,1279.9485
OB,isoamyl acetate at 0.3% v/v,1390.01761
OB,isoamyl acetate at 0.3% v/v,1580.5025
OB,isoamyl acetate at 0.3% v/v,1647.40023
OB,isoamyl acetate at 0.3% v/v,1777.25
OB,isoamyl acetate at 0.3% v/v,2087.421
OB,isoamyl acetate at 0.3% v/v,2147.833
OB,isoamyl acetate at 0.3% v/v,2348.204
OB,isoamyl acetate at 0.3% v/v,2468.187
OB,isoamyl acetate at 0.3% v/v,2728.37769
OB,isoamyl acetate at 0.3% v/v,2778.751
OB,isoamyl acetate at 0.3% v/v,3028.8095
OB,isoamyl acetate at 0.3% v/v,3108.8415
OB,hexanal at 0.03% v/v,138.2615
OB,hexanal at 0.03% v/v,319.4675
OB,hexanal at 0.03% v/v,428.6605
OB,hexanal at 0.03% v/v,568.7735
OB,hexanal at 0.03% v/v,799.292
OB,hexanal at 0.03% v/v,859.638
OB,hexanal at 0.03% v/v,978.9205
OB,hexanal at 0.03% v/v,1149.7565
OB,hexanal at 0.03% v/v,1320.341
OB,hexanal at 0.03% v/v,1519.8885
OB,hexanal at 0.03% v/v,1767.228
OB,hexanal at 0.03% v/v,1927.74
OB,hexanal at 0.03% v/v,1947.8845
OB,hexanal at 0.03% v/v,2207.6245
OB,hexanal at 0.03% v/v,2268.214
OB,hexanal at 0.03% v/v,2548.0665
OB,hexanal at 0.03% v/v,2648.413
OB,hexanal at 0.03% v/v,2878.909
OB,hexanal at 0.03% v/v,2958.527
OB,hexanal at 0.03% v/v,3068.7975
OB,hexanal at 0.1% v/v,67.955
OB,hexanal at 0.1% v/v,189.291
OB,hexanal at 0.1% v/v,329.114
OB,hexanal at 0.1% v/v,488.8175
OB,hexanal at 0.1% v/v,759.7225
OB,hexanal at 0.1% v/v,839.3865
OB,hexanal at 0.1% v/v,1059.36
OB,hexanal at 0.1% v/v,1259.289
OB,hexanal at 0.1% v/v,1439.6975
OB,hexanal at 0.1% v/v,1489.866
OB,hexanal at 0.1% v/v,1707.193
OB,hexanal at 0.1% v/v,1917.4655
OB,hexanal at 0.1% v/v,2077.771
OB,hexanal at 0.1% v/v,2187.5685
OB,hexanal at 0.1% v/v,2317.948
OB,hexanal at 0.1% v/v,2538.2535
OB,hexanal at 0.1% v/v,2588.464
OB,hexanal at 0.1% v/v,2748.2685
OB,hexanal at 0.1% v/v,2908.6675
OB,hexanal at 0.1% v/v,3209.283
OB,hexanal at 0.3% v/v,17.784
OB,hexanal at 0.3% v/v,308.1465
OB,hexanal at 0.3% v/v,438.82134
OB,hexanal at 0.3% v/v,499.56914
OB,hexanal at 0.3% v/v,689.5505
OB,hexanal at 0.3% v/v,880.30451
OB,hexanal at 0.3% v/v,1030.0035
OB,hexanal at 0.3% v/v,1169.5065
OB,hexanal at 0.3% v/v,1299.985
OB,hexanal at 0.3% v/v,1450.189
OB,hexanal at 0.3% v/v,1687.3925
OB,hexanal at 0.3% v/v,1797.2485
OB,hexanal at 0.3% v/v,2007.421
OB,hexanal at 0.3% v/v,2217.904
OB,hexanal at 0.3% v/v,2397.7135
OB,hexanal at 0.3% v/v,2498.094
OB,hexanal at 0.3% v/v,2598.522
OB,hexanal at 0.3% v/v,2848.53373
OB,hexanal at 0.3% v/v,2948.756
OB,hexanal at 0.3% v/v,3088.664
OB,hexanal at 1% v/v,88.0985
OB,hexanal at 1% v/v,229.137
OB,hexanal at 1% v/v,398.821
OB,hexanal at 1% v/v,540.584
OB,hexanal at 1% v/v,669.797
OB,hexanal at 1% v/v,819.243
OB,hexanal at 1% v/v,1070.001
OB,hexanal at 1% v/v,1159.627
OB,hexanal at 1% v/v,1419.8995
OB,hexanal at 1% v/v,1569.929
OB,hexanal at 1% v/v,1757.445
OB,hexanal at 1% v/v,1827.208
OB,hexanal at 1% v/v,2067.5415
OB,hexanal at 1% v/v,2127.907
OB,hexanal at 1% v/v,2328.076
OB,hexanal at 1% v/v,2458.321
OB,hexanal at 1% v/v,2578.467
OB,hexanal at 1% v/v,2888.68
OB,hexanal at 1% v/v,2929.107
OB,hexanal at 1% v/v,3118.875
OB,ethyl tiglate at 0.3% v/v,78.8595
OB,ethyl tiglate at 0.3% v/v,218.546
OB,ethyl tiglate at 0.3% v/v,379.193
OB,ethyl tiglate at 0.3% v/v,559.15
OB,ethyl tiglate at 0.3% v/v,649.4281
OB,ethyl tiglate at 0.3% v/v,809.864
OB,ethyl tiglate at 0.3% v/v,970.48408
OB,ethyl tiglate at 0.3% v/v,1190.03727
OB,ethyl tiglate at 0.3% v/v,1350.014
OB,ethyl tiglate at 0.3% v/v,1499.93721
OB,ethyl tiglate at 0.3% v/v,1637.0895
OB,ethyl tiglate at 0.3% v/v,1847.697
OB,ethyl tiglate at 0.3% v/v,1967.5405
OB,ethyl tiglate at 0.3% v/v,2117.9215
OB,ethyl tiglate at 0.3% v/v,2408.3605
OB,ethyl tiglate at 0.3% v/v,2528.074
OB,ethyl tiglate at 0.3% v/v,2608.526
OB,ethyl tiglate at 0.3% v/v,2768.5045
OB,ethyl tiglate at 0.3% v/v,3039.095
OB,ethyl tiglate at 0.3% v/v,3079.1105
OB,ethyl acetate at 0.3% v/v,47.992
OB,ethyl acetate at 0.3% v/v,179.5695
OB,ethyl acetate at 0.3% v/v,358.197
OB,ethyl acetate at 0.3% v/v,578.83161
OB,ethyl acetate at 0.3% v/v,778.946
OB,ethyl acetate at 0.3% v/v,960.2485
OB,ethyl acetate at 0.3% v/v,1039.2395
OB,ethyl acetate at 0.3% v/v,1209.5765
OB,ethyl acetate at 0.3% v/v,1399.921
OB,ethyl acetate at 0.3% v/v,1510.4445
OB,ethyl acetate at 0.3% v/v,1617.501
OB,ethyl acetate at 0.3% v/v,1877.796
OB,ethyl acetate at 0.3% v/v,1977.682
OB,ethyl acetate at 0.3% v/v,2238.1505
OB,ethyl acetate at 0.3% v/v,2388.3935
OB,ethyl acetate at 0.3% v/v,2518.335
OB,ethyl acetate at 0.3% v/v,2618.294
OB,ethyl acetate at 0.3% v/v,2798.6245
OB,ethyl acetate at 0.3% v/v,2968.739
OB,ethyl acetate at 0.3% v/v,3158.9045
OB,mineral oil,87.87
OB,mineral oil,247.9995
OB,mineral oil,458.4035
OB,mineral oil,519.1795
OB,mineral oil,668.6945
OB,mineral oil,938.988
OB,mineral oil,969.10272
OB,mineral oil,1179.315
OB,mineral oil,1399.486
OB,mineral oil,1489.821
OB,mineral oil,1669.8915
OB,mineral oil,1810.3445
OB,mineral oil,1950.3655
OB,mineral oil,2140.573
OB,mineral oil,2270.6985
OB,mineral oil,2490.937
OB,mineral oil,2601.365
OB,mineral oil,2781.416
OB,mineral oil,2961.912
OB,mineral oil,3062.115
OB,mineral oil,3282.2245
OB,mineral oil,3382.6115
OB,mineral oil,3632.5965
OB,mineral oil,3692.6075
OB,mineral oil,3893.0865
OB,mineral oil,4023.275
OB,mineral oil,4233.634
OB,mineral oil,4383.93352
OB,mineral oil,4494.1173
OB,mineral oil,4674.2035
OB,mineral oil,4814.3735
OB,mineral oil,5074.6
OB,mineral oil,5194.932
OB,mineral oil,5345.3865
OB,mineral oil,5465.18638
OB,mineral oil,5645.29386
OB,mineral oil,5775.7165
OB,mineral oil,6005.81663
OB,mineral oil,6136.35006
OB,mineral oil,6386.719
OB,mineral oil,6436.3595
OB,mineral oil,6616.578
OB,mineral oil,6766.914
OB,mineral oil,6947.2975
OB,mineral oil,7187.804
OB,mineral oil,7277.5855
OB,mineral oil,7428.08588
OB,mineral oil,7557.87867
OB,mineral oil,7718.24973
OB,mineral oil,7998.863
OB,mineral oil,8068.621
OB,mineral oil,8178.992
OB,mineral oil,8368.9245
OB,mineral oil,8569.6215
OB,mineral oil,8720.088
OB,mineral oil,8910.81384
OB,mineral oil,9000.73156
OB,mineral oil,9150.3145
OB,mineral oil,9321.4305
OB,mineral oil,9530.8155
OB,ethyl butyrate at 0.03% v/v,78.319
OB,ethyl butyrate at 0.03% v/v,268.2915
OB,ethyl butyrate at 0.03% v/v,408.604
OB,ethyl butyrate at 0.03% v/v,558.637
OB,ethyl butyrate at 0.03% v/v,648.9425
OB,ethyl butyrate at 0.03% v/v,808.711
OB,ethyl butyrate at 0.03% v/v,999.118
OB,ethyl butyrate at 0.03% v/v,1219.5415
OB,ethyl butyrate at 0.03% v/v,1289.3865
OB,ethyl butyrate at 0.03% v/v,1560.0635
OB,ethyl butyrate at 0.03% v/v,1660.1905
OB,ethyl butyrate at 0.03% v/v,1910.1935
OB,ethyl butyrate at 0.03% v/v,2070.616
OB,ethyl butyrate at 0.03% v/v,2240.839
OB,ethyl butyrate at 0.03% v/v,2261.269
OB,ethyl butyrate at 0.03% v/v,2561.1855
OB,ethyl butyrate at 0.03% v/v,2671.471
OB,ethyl butyrate at 0.03% v/v,2811.515
OB,ethyl butyrate at 0.03% v/v,2921.585
OB,ethyl butyrate at 0.03% v/v,3202.0835
OB,ethyl butyrate at 0.03% v/v,3312.297
OB,ethyl butyrate at 0.03% v/v,3492.7535
OB,ethyl butyrate at 0.03% v/v,3582.557
OB,ethyl butyrate at 0.03% v/v,3712.961
OB,ethyl butyrate at 0.03% v/v,3963.1915
OB,ethyl butyrate at 0.03% v/v,4033.2995
OB,ethyl butyrate at 0.03% v/v,4183.6305
OB,ethyl butyrate at 0.03% v/v,4424.1395
OB,ethyl butyrate at 0.03% v/v,4644.2225
OB,ethyl butyrate at 0.03% v/v,4653.801
OB,ethyl butyrate at 0.03% v/v,4864.3545
OB,ethyl butyrate at 0.03% v/v,5014.68
OB,ethyl butyrate at 0.03% v/v,5165.062
OB,ethyl butyrate at 0.03% v/v,5404.996
OB,ethyl butyrate at 0.03% v/v,5505.183
OB,ethyl butyrate at 0.03% v/v,5685.639
OB,ethyl butyrate at 0.03% v/v,5845.8815
OB,ethyl butyrate at 0.03% v/v,5956.095
OB,ethyl butyrate at 0.03% v/v,6105.69
OB,ethyl butyrate at 0.03% v/v,6306.223
OB,ethyl butyrate at 0.03% v/v,6426.46
OB,ethyl butyrate at 0.03% v/v,6646.8865
OB,ethyl butyrate at 0.03% v/v,6877.417
OB,ethyl butyrate at 0.03% v/v,6997.1155
OB,ethyl butyrate at 0.03% v/v,7207.38
OB,ethyl butyrate at 0.03% v/v,7337.7555
OB,ethyl butyrate at 0.03% v/v,7437.7275
OB,ethyl butyrate at 0.03% v/v,7687.9755
OB,ethyl butyrate at 0.03% v/v,7838.5355
OB,ethyl butyrate at 0.03% v/v,7968.4575
OB,ethyl butyrate at 0.03% v/v,8138.633
OB,ethyl butyrate at 0.03% v/v,8258.452
OB,ethyl butyrate at 0.03% v/v,8489.214
OB,ethyl butyrate at 0.03% v/v,8599.2625
OB,ethyl butyrate at 0.03% v/v,8659.443
OB,ethyl butyrate at 0.03% v/v,8889.8045
OB,ethyl butyrate at 0.03% v/v,8989.785
OB,ethyl butyrate at 0.03% v/v,9240.302
OB,ethyl butyrate at 0.03% v/v,9401.335
OB,ethyl butyrate at 0.03% v/v,9511.2255
OB,ethyl butyrate at 0.1% v/v,97.72
OB,ethyl butyrate at 0.1% v/v,188.2515
OB,ethyl butyrate at 0.1% v/v,448.504
OB,ethyl butyrate at 0.1% v/v,548.969
OB,ethyl butyrate at 0.1% v/v,688.5345
OB,ethyl butyrate at 0.1% v/v,899.0405
OB,ethyl butyrate at 0.1% v/v,1119.498
OB,ethyl butyrate at 0.1% v/v,1249.715
OB,ethyl butyrate at 0.1% v/v,1339.706
OB,ethyl butyrate at 0.1% v/v,1499.8825
OB,ethyl butyrate at 0.1% v/v,1620.184
OB,ethyl butyrate at 0.1% v/v,1850.3165
OB,ethyl butyrate at 0.1% v/v,1930.204
OB,ethyl butyrate at 0.1% v/v,2180.5915
OB,ethyl butyrate at 0.1% v/v,2371.184
OB,ethyl butyrate at 0.1% v/v,2540.848
OB,ethyl butyrate at 0.1% v/v,2661.6165
OB,ethyl butyrate at 0.1% v/v,2861.7815
OB,ethyl butyrate at 0.1% v/v,2941.6025
OB,ethyl butyrate at 0.1% v/v,3131.9
OB,ethyl butyrate at 0.1% v/v,3302.121
OB,ethyl butyrate at 0.1% v/v,3432.576
OB,ethyl butyrate at 0.1% v/v,3552.4315
OB,ethyl butyrate at 0.1% v/v,3792.748
OB,ethyl butyrate at 0.1% v/v,3862.9145
OB,ethyl butyrate at 0.1% v/v,4093.0725
OB,ethyl butyrate at 0.1% v/v,4213.52
OB,ethyl butyrate at 0.1% v/v,4343.5495
OB,ethyl butyrate at 0.1% v/v,4564.213
OB,ethyl butyrate at 0.1% v/v,4734.2395
OB,ethyl butyrate at 0.1% v/v,4924.74
OB,ethyl butyrate at 0.1% v/v,5004.6875
OB,ethyl butyrate at 0.1% v/v,5155.1005
OB,ethyl butyrate at 0.1% v/v,5315.1905
OB,ethyl butyrate at 0.1% v/v,5545.558
